ID,Name,Track_ID,Kp_BeginValue,Kp_BeginCorrected_Trolley_Value,Kp_EndValue,Kp_EndCorrected_Trolley_Value,Stabling_Type,Memorized_Localisation,Update_Priority_Level,Automatic_Awakening,Energy_Monitoring_Inhibition_Area_ID,ATO_Margin_Inhibition_Area_ID,SSP_ID_List,Default_Stop,Coupling_Memorized_Localisation
18,STL_ITW_110B,TR_S_EOT_1529_ITW,1864014,0,1867228,0,Siding,true,None,false,0,0,SSP_ITW_110B_D,true,false
19,STL_ITW_110C,TR_S_EOT_1529_ITW,1867228,0,1870407,0,Siding,true,None,false,0,0,SSP_ITW_110C_D,true,false
20,STL_ITW_110D,TR_S_EOT_1529_ITW,1870407,0,1874550,0,Siding,true,None,false,0,0,SSP_ITW_110D_D;SSP_ITW_110D_U,true,false
21,STL_ITW_150A,TR_3C_ITW_ITW,1886607,0,1890817,0,Siding,true,None,false,0,0,SSP_ITW_150A_U;SSP_ITW_150A_D,true,false
22,STL_ITW_150B,TR_3C_ITW_ITW,1890817,0,1894027,0,Siding,true,None,false,0,0,SSP_ITW_150B_U,true,false
23,STL_ITW_150C,TR_3C_ITW_ITW,1894027,0,1897237,0,Siding,true,None,false,0,0,SSP_ITW_150C_U,true,false
24,STL_ITW_150D,TR_3C_ITW_ITW,1897237,0,1900775,0,Siding,true,None,false,0,0,SSP_ITW_150D_U,true,false
25,STL_ITW_161A,TR_S_1505_EOT_ITW,1887512,0,1890950,0,Siding,true,None,false,0,0,SSP_ITW_161A_U;SSP_ITW_161A_D,true,false
26,STL_ITW_161B,TR_S_1505_EOT_ITW,1890950,0,1894150,0,Siding,true,None,false,0,0,SSP_ITW_161B_U,true,false
27,STL_ITW_161C,TR_S_1505_EOT_ITW,1894150,0,1897354,0,Siding,true,None,false,0,0,SSP_ITW_161C_U,true,false
28,STL_ITW_161D,TR_S_1505_EOT_ITW,1897354,0,1900871,0,Siding,true,None,false,0,0,SSP_ITW_161D_U,true,false
29,STL_ITW_170A,TR_S_1531_EOT_ITW,1887513,0,1890997,0,Siding,true,None,false,0,0,SSP_ITW_170A_U;SSP_ITW_170A_D,true,false
30,STL_ITW_170B,TR_S_1531_EOT_ITW,1890997,0,1894197,0,Siding,true,None,false,0,0,SSP_ITW_170B_U,true,false
31,STL_ITW_170C,TR_S_1531_EOT_ITW,1894197,0,1897402,0,Siding,true,None,false,0,0,SSP_ITW_170C_U,true,false
32,STL_ITW_170D,TR_S_1531_EOT_ITW,1897402,0,1900858,0,Siding,true,None,false,0,0,SSP_ITW_170D_U,true,false
33,STL_ITW_181A,TR_S_ITW2_ITW,1890222,0,1893752,0,Siding,true,None,false,0,0,SSP_ITW_181A_U;SSP_ITW_181A_D,true,false
34,STL_ITW_181B,TR_S_ITW2_ITW,1893752,0,1896952,0,Siding,true,None,false,0,0,SSP_ITW_181B_U,true,false
35,STL_ITW_181C,TR_S_ITW2_ITW,1896952,0,1900152,0,Siding,true,None,false,0,0,SSP_ITW_181C_U,true,false
36,STL_ITW_181D,TR_S_ITW2_ITW,1900152,0,1903563,0,Siding,true,None,false,0,0,SSP_ITW_181D_U,true,false
37,STL_ITW_190A,TR_S_1509_EOT_ITW,1890221,0,1893780,0,Siding,true,None,false,0,0,SSP_ITW_190A_U;SSP_ITW_190A_D,true,false
38,STL_ITW_190B,TR_S_1509_EOT_ITW,1893780,0,1897025,0,Siding,true,None,false,0,0,SSP_ITW_190B_U,true,false
39,STL_ITW_190C,TR_S_1509_EOT_ITW,1897025,0,1900225,0,Siding,true,None,false,0,0,SSP_ITW_190C_U,true,false
40,STL_ITW_190D,TR_S_1509_EOT_ITW,1900225,0,1903575,0,Siding,true,None,false,0,0,SSP_ITW_190D_U,true,false
41,STL_ITW_120A,TR_S_ITW2_ITW,1862392,0,1865742,0,Siding,true,None,false,0,0,SSP_ITW_120A_D,true,false
42,STL_ITW_120B,TR_S_ITW2_ITW,1865742,0,1868942,0,Siding,true,None,false,0,0,SSP_ITW_120B_D,true,false
43,STL_ITW_120C,TR_S_ITW2_ITW,1868942,0,1872142,0,Siding,true,None,false,0,0,SSP_ITW_120C_D,true,false
44,STL_ITW_120D,TR_S_ITW2_ITW,1872142,0,1875684,0,Siding,true,None,false,0,0,SSP_ITW_120D_D;SSP_ITW_120D_U,true,false
45,STL_ITW_130A,TR_S_ITW3_ITW,1858746,0,1863107,0,Siding,true,None,false,0,0,SSP_ITW_130A_D,true,false
46,STL_ITW_130B,TR_S_ITW3_ITW,1863107,0,1866318,0,Siding,true,None,false,0,0,SSP_ITW_130B_D,true,false
47,STL_ITW_130C,TR_S_ITW3_ITW,1866318,0,1869537,0,Siding,true,None,false,0,0,SSP_ITW_130C_D,true,false
48,STL_ITW_130D,TR_S_ITW3_ITW,1869537,0,1873033,0,Siding,true,None,false,0,0,SSP_ITW_130D_D;SSP_ITW_130D_U,true,false
49,STL_ITW_140A,TR_S_EOT_1521_ITW,1857442,0,1861788,0,Siding,true,None,false,0,0,SSP_ITW_140A_D,true,false
50,STL_ITW_140B,TR_S_EOT_1521_ITW,1861788,0,1864999,0,Siding,true,None,false,0,0,SSP_ITW_140B_D,true,false
51,STL_ITW_140C,TR_S_EOT_1521_ITW,1864999,0,1868218,0,Siding,true,None,false,0,0,SSP_ITW_140C_D,true,false
52,STL_ITW_140D,TR_S_EOT_1521_ITW,1868218,0,1871634,0,Siding,true,None,false,0,0,SSP_ITW_140D_D;SSP_ITW_140D_U,true,false
53,STL_ITW_132,TR_S_ITW3_ITW,1879506,0,1896799,0,Siding,true,None,false,0,0,SSP_ITW_132_U;SSP_ITW_132_D,true,false
1001,STL_CSN_100A,TR_S_EOT_3277_CSN,918512,417,934336,-811,Siding,true,None,false,EMI_100A_CSN,0,SSP_CSN_100A_D_M5M6_4,true,false
1002,STL_ND_100,TR_S_EOT_3207_ND,611840,602,625630,-686,Siding,true,None,false,EMI_100_101_ND,0,SSP_ND_100_D_M5M6_4,true,false
1003,STL_ND_101,TR_S_EOT_3207_ND,625630,-686,638880,-671,Siding,true,None,false,EMI_100_101_ND,0,SSP_ND_101_D_M5M6_4;SSP_ND_101_U_M5M6_4,true,false
1004,STL_ND_110,TR_S_EOT_3213_ND,608956,3410,625706,-713,Siding,true,None,false,EMI_110_111_ND,0,SSP_ND_110_D_M5M6_4,true,false
1005,STL_ND_111,TR_S_EOT_3213_ND,625706,-713,638956,-825,Siding,true,None,false,EMI_110_111_ND,0,SSP_ND_111_D_M5M6_4;SSP_ND_111_U_M5M6_4,true,false
1006,STL_ND_120,TR_S_EOT_3211_ND,610523,1839,624173,969,Siding,true,None,false,EMI_120_121_ND,0,SSP_ND_120_D_M5M6_4,true,false
1007,STL_ND_121,TR_S_EOT_3211_ND,624173,969,636423,1064,Siding,true,None,false,EMI_120_121_ND,0,SSP_ND_121_D_M5M6_4;SSP_ND_121_U_M5M6_4,true,false
1008,STL_ND_130,TR_S_EOT_3205_ND,624736,517,638036,-715,Siding,true,None,false,EMI_130_ND,0,SSP_ND_130_D_M5M6_4,true,false
1009,STL_ND_1,TR_7A_ND_ZD,619136,994,632586,19,Siding,true,None,false,EMI_1_3_ND,0,SSP_ND_1_D_M5M6_4,true,false
1010,STL_ND_3,TR_7A_ND_ZD,632586,19,644836,30,Siding,true,None,false,EMI_1_3_ND,0,SSP_ND_3_D_M5M6_4;SSP_ND_3_U_M5M6_4,true,false
1011,STL_ND_2,TR_8_ND_ZD,624287,1017,646187,27,Siding,true,None,false,EMI_2_ND,0,SSP_ND_2_D_M5M6_4,true,false
2001,STL_WPP_100A,TR_S_EOT_239_WPP,181246,-1,184480,73,Siding,true,None,false,0,0,SSP_WPP_100A_D,true,false
2002,STL_WPP_100B,TR_S_EOT_239_WPP,184480,73,187655,36,Siding,true,None,false,0,0,SSP_WPP_100B_D,true,false
2003,STL_WPP_100C,TR_S_EOT_239_WPP,187655,36,190830,-3,Siding,true,None,false,0,0,SSP_WPP_100C_D,true,false
2004,STL_BLW_101A,TR_S_627_EOT_BLW,924992,-23,929492,28,Siding,true,None,false,0,0,SSP_BLW_101A_U;SSP_BLW_101A_D,true,false
2005,STL_BLW_101B,TR_S_627_EOT_BLW,929492,28,932692,22,Siding,true,None,false,0,0,SSP_BLW_101B_U,true,false
2006,STL_BLW_101C,TR_S_627_EOT_BLW,932692,22,935892,20,Siding,true,None,false,0,0,SSP_BLW_101C_U,true,false
2007,STL_BLW_101D,TR_S_627_EOT_BLW,935892,20,941681,0,Siding,true,None,false,0,0,SSP_BLW_101D_U,true,false
2008,STL_GN_110A,TR_S_673_EOT_GN,1257468,48,1261668,6,Siding,true,None,false,0,0,SSP_GN_110A_U;SSP_GN_110A_D,true,false
2009,STL_GN_110B,TR_S_673_EOT_GN,1261668,6,1264868,5,Siding,true,None,false,0,0,SSP_GN_110B_U,true,false
2010,STL_GN_110C,TR_S_673_EOT_GN,1264868,5,1268068,-31,Siding,true,None,false,0,0,SSP_GN_110C_U,true,false
2011,STL_GN_110D,TR_S_673_EOT_GN,1268068,-31,1271268,9,Siding,true,None,false,0,0,SSP_GN_110D_U,true,false
2012,STL_GN_110E,TR_S_673_EOT_GN,1271268,9,1275502,0,Siding,true,None,false,0,0,SSP_GN_110E_U,true,false
2013,STL_GN_20A,TR_2A_CS_GN,1257517,-3,1261763,35,Siding,true,None,false,0,0,SSP_GN_20A_U;SSP_GN_20A_D,true,false
2014,STL_GN_20B,TR_2A_CS_GN,1261763,35,1264963,7,Siding,true,None,false,0,0,SSP_GN_20B_U,true,false
2015,STL_GN_20C,TR_2A_CS_GN,1264963,7,1268163,14,Siding,true,None,false,0,0,SSP_GN_20C_U,true,false
2016,STL_GN_20D,TR_2A_CS_GN,1268163,14,1271363,-9,Siding,true,None,false,0,0,SSP_GN_20D_U,true,false
2017,STL_GN_20E,TR_2A_CS_GN,1271363,-9,1275488,-5,Siding,true,None,false,0,0,SSP_GN_20E_U,true,false
2018,STL_GN_13A,TR_1A_CS_GN,1258881,67,1263081,17,Siding,true,None,false,0,0,SSP_GN_13A_U;SSP_GN_13A_D,true,false
2019,STL_GN_13B,TR_1A_CS_GN,1263081,17,1266281,-49,Siding,true,None,false,0,0,SSP_GN_13B_U,true,false
2020,STL_GN_13C,TR_1A_CS_GN,1266281,-49,1269481,-44,Siding,true,None,false,0,0,SSP_GN_13C_U,true,false
2021,STL_GN_13D,TR_1A_CS_GN,1269481,-44,1272681,-20,Siding,true,None,false,0,0,SSP_GN_13D_U,true,false
2022,STL_GN_13E,TR_1A_CS_GN,1272681,-20,1276896,-8,Siding,true,None,false,0,0,SSP_GN_13E_U,true,false
2023,STL_GN_100A,TR_S_671_EOT_GN,1258963,16,1263176,10,Siding,true,None,false,0,0,SSP_GN_100A_U;SSP_GN_100A_D,true,false
2024,STL_GN_100B,TR_S_671_EOT_GN,1263176,10,1266376,46,Siding,true,None,false,0,0,SSP_GN_100B_U,true,false
2025,STL_GN_100C,TR_S_671_EOT_GN,1266376,46,1269576,28,Siding,true,None,false,0,0,SSP_GN_100C_U,true,false
2026,STL_GN_100D,TR_S_671_EOT_GN,1269576,28,1272776,63,Siding,true,None,false,0,0,SSP_GN_100D_U,true,false
2027,STL_GN_100E,TR_S_671_EOT_GN,1272776,63,1276913,0,Siding,true,None,false,0,0,SSP_GN_100E_U,true,false
2028,STL_DMZ_120A,TR_S_531_EOT_DMZ,292606,19,305214,-46,Siding,true,None,false,0,0,SSP_DMZ_120A_U;SSP_DMZ_120A_D,true,false
2029,STL_DMZ_120B,TR_S_531_EOT_DMZ,305214,-46,317014,-70,Siding,true,None,false,0,0,SSP_DMZ_120B_U,true,false
2030,STL_DMZ_120C,TR_S_531_EOT_DMZ,317014,-70,328864,247,Siding,true,None,false,0,0,SSP_DMZ_120C_U,true,false
2032,STL_GPP_130A,TR_S_585_EOT_GPP,1035809,49,1039689,8,Siding,true,None,false,0,0,SSP_GPP_130A_U;SSP_GPP_130A_D,true,false
2033,STL_GPP_130B,TR_S_585_EOT_GPP,1039689,8,1042889,36,Siding,true,None,false,0,0,SSP_GPP_130B_U,true,false
2034,STL_GPP_130C,TR_S_585_EOT_GPP,1042889,36,1046089,-2,Siding,true,None,false,0,0,SSP_GPP_130C_U,true,false
2035,STL_GPP_130D,TR_S_585_EOT_GPP,1046089,-2,1049289,-154,Siding,true,None,false,0,0,SSP_GPP_130D_U,true,false
2036,STL_GPP_120A,TR_S_581_EOT_GPP,1035809,112,1039651,94,Siding,true,None,false,0,0,SSP_GPP_120A_U;SSP_GPP_120A_D,true,false
2037,STL_GPP_120B,TR_S_581_EOT_GPP,1039651,94,1042851,137,Siding,true,None,false,0,0,SSP_GPP_120B_U,true,false
